timestamp,open,high,low,close,volume,date
1744329600000,0.7056,0.9287,0.7056,0.8938,19980553.1,2025-04-11
1744416000000,0.8939,0.9267,0.8644,0.9052,18083429.6,2025-04-12
1744502400000,0.9053,0.9274,0.8384,0.8476,14710010.1,2025-04-13
1744588800000,0.8476,0.9136,0.8449,0.8757,18385716.5,2025-04-14
1744675200000,0.8758,0.91,0.8278,0.8321,17129634.3,2025-04-15
1744761600000,0.832,0.8443,0.8022,0.8194,15545902.8,2025-04-16
1744848000000,0.8193,0.8516,0.8174,0.8291,11785441.5,2025-04-17
1744934400000,0.8292,0.8382,0.8218,0.8308,6526474.7,2025-04-18
1745020800000,0.8306,0.8586,0.8288,0.8549,6507379.2,2025-04-19
1745107200000,0.855,0.8628,0.8199,0.8382,7426152.4,2025-04-20
1745193600000,0.8382,0.8917,0.8357,0.8513,16587273.9,2025-04-21
1745280000000,0.851,0.9222,0.8365,0.9151,21074238.9,2025-04-22
1745366400000,0.9151,0.9532,0.9033,0.9154,25649355.3,2025-04-23
1745452800000,0.9154,1.05,0.8663,0.9792,52022166.3,2025-04-24
1745539200000,0.9791,1.0376,0.9429,0.9897,49864155.1,2025-04-25
1745625600000,0.99,1.05,0.9841,0.9946,26739632.4,2025-04-26
1745712000000,0.9947,1.0073,0.9349,0.9445,28465802.6,2025-04-27
1745798400000,0.9445,0.9962,0.9139,0.9733,42768819.9,2025-04-28
1745884800000,0.9734,0.9912,0.9184,0.9295,24108907.5,2025-04-29
1745971200000,0.9296,0.9434,0.8741,0.9073,24589074.2,2025-04-30
1746057600000,0.9073,0.9367,0.9028,0.914,25603898.1,2025-05-01
1746144000000,0.9142,0.9279,0.8911,0.9222,13933115.5,2025-05-02
1746230400000,0.9221,0.9224,0.8681,0.8747,10910551.9,2025-05-03
1746316800000,0.8747,0.8876,0.8513,0.8587,10660116.6,2025-05-04
1746403200000,0.8586,0.8912,0.8514,0.8676,13135662.8,2025-05-05
1746489600000,0.8678,0.8711,0.8285,0.8676,12787538.2,2025-05-06
1746576000000,0.8677,0.8832,0.8463,0.8725,13783527.2,2025-05-07
1746662400000,0.8725,0.9861,0.8716,0.9757,31170063.2,2025-05-08
1746748800000,0.9756,1.062,0.9641,1.0056,37323363.6,2025-05-09
1746835200000,1.0057,1.1081,0.9931,1.1018,31238667.6,2025-05-10
1746921600000,1.1017,1.11,1.0067,1.039,29436566.2,2025-05-11
1747008000000,1.0391,1.1104,0.9743,1.0293,39641485.4,2025-05-12
1747094400000,1.0293,1.0786,0.9724,1.044,32545095.0,2025-05-13
1747180800000,1.0439,1.144,0.9966,1.0086,56439272.0,2025-05-14
1747267200000,1.0087,1.0317,0.9464,0.9684,43981838.0,2025-05-15
1747353600000,0.9685,0.9987,0.9228,0.9375,23676415.6,2025-05-16
1747440000000,0.9375,0.939,0.9016,0.9146,22729330.3,2025-05-17
1747526400000,0.9146,0.9798,0.8904,0.959,27234203.7,2025-05-18
1747612800000,0.9591,0.9712,0.884,0.9271,29101742.1,2025-05-19
1747699200000,0.9272,0.9604,0.9151,0.9439,17964772.8,2025-05-20
1747785600000,0.944,0.9984,0.9308,0.9753,28203910.6,2025-05-21
1747872000000,0.9753,1.026,0.9753,1.0195,29366443.4,2025-05-22
1747958400000,1.0195,1.0512,0.9242,0.9334,44031678.4,2025-05-23
1748044800000,0.9333,0.9657,0.9272,0.9398,11125251.4,2025-05-24
1748131200000,0.9399,0.9519,0.9036,0.9505,13670620.4,2025-05-25
1748217600000,0.9506,0.973,0.9296,0.9402,13659428.3,2025-05-26
1748304000000,0.9403,0.9708,0.9153,0.9484,16586898.8,2025-05-27
1748390400000,0.9485,0.963,0.9079,0.9336,13897160.2,2025-05-28
1748476800000,0.9335,0.9574,0.8947,0.9,20118075.7,2025-05-29
1748563200000,0.8998,0.9051,0.8073,0.8179,34890591.9,2025-05-30
1748649600000,0.8179,0.8423,0.7835,0.8314,16852141.1,2025-05-31
1748736000000,0.8315,0.8478,0.8069,0.8444,7922608.2,2025-06-01
1748822400000,0.8445,0.8554,0.8183,0.8508,9089173.0,2025-06-02
1748908800000,0.8508,0.8697,0.84,0.8502,11357542.5,2025-06-03
1748995200000,0.8502,0.8611,0.8251,0.8314,9060521.2,2025-06-04
1749081600000,0.8313,0.8384,0.7577,0.7751,19213792.6,2025-06-05
1749168000000,0.7751,0.8225,0.7679,0.805,9683487.6,2025-06-06
1749254400000,0.8051,0.843,0.8017,0.836,7655588.6,2025-06-07
1749340800000,0.836,0.8477,0.818,0.8318,8702325.0,2025-06-08
1749427200000,0.8317,0.8783,0.8184,0.8752,12124417.7,2025-06-09
1749513600000,0.8753,0.9059,0.8579,0.8994,15020485.6,2025-06-10
1749600000000,0.8995,0.9203,0.8543,0.8665,20901801.4,2025-06-11
1749686400000,0.8666,0.8682,0.8061,0.8135,21717271.8,2025-06-12
1749772800000,0.8137,0.814,0.7508,0.7973,35668677.6,2025-06-13
1749859200000,0.7973,0.8012,0.7684,0.7855,10133495.3,2025-06-14
1749945600000,0.7855,0.7977,0.7748,0.7924,11023783.2,2025-06-15
1750032000000,0.7925,0.8406,0.7856,0.7919,13240922.0,2025-06-16
1750118400000,0.7918,0.7976,0.7272,0.7436,30832143.1,2025-06-17
1750204800000,0.7437,0.7864,0.7201,0.7761,20167251.0,2025-06-18
1750291200000,0.7761,0.7922,0.7578,0.7683,14743527.4,2025-06-19
1750377600000,0.7684,0.7818,0.7216,0.7361,14774058.9,2025-06-20
1750464000000,0.7361,0.7452,0.6751,0.6941,16517092.1,2025-06-21
1750550400000,0.6942,0.707,0.6214,0.6726,27689381.8,2025-06-22
1750636800000,0.6726,0.7966,0.6504,0.7553,35634291.3,2025-06-23
1750723200000,0.7553,0.7948,0.7456,0.7838,22490546.1,2025-06-24
1750809600000,0.7838,0.7879,0.7529,0.7598,16904854.4,2025-06-25
1750896000000,0.7599,0.8,0.7297,0.7335,17129945.0,2025-06-26
1750982400000,0.7335,0.7589,0.7221,0.7467,11236159.4,2025-06-27
1751068800000,0.7467,0.7657,0.7422,0.7611,7023271.3,2025-06-28
1751155200000,0.7611,0.7997,0.7561,0.7915,11938905.1,2025-06-29
1751241600000,0.7915,0.7971,0.7524,0.769,11638153.9,2025-06-30
1751328000000,0.7691,0.7721,0.7334,0.7415,9392533.0,2025-07-01
1751414400000,0.7415,0.8043,0.7339,0.7852,13511722.5,2025-07-02
1751500800000,0.7851,0.8158,0.7792,0.797,17442127.0,2025-07-03
1751587200000,0.797,0.804,0.7627,0.7743,14050127.2,2025-07-04
1751673600000,0.7742,0.7846,0.7662,0.7821,6607136.1,2025-07-05
1751760000000,0.7822,0.808,0.7724,0.7965,6960650.3,2025-07-06
1751846400000,0.7965,0.8148,0.7681,0.7804,14077241.8,2025-07-07
1751932800000,0.7804,0.8059,0.7695,0.802,8866107.1,2025-07-08
1752019200000,0.802,0.8399,0.7921,0.8326,14796499.8,2025-07-09
1752105600000,0.8327,0.9015,0.8265,0.8938,23409378.0,2025-07-10
1752192000000,0.8938,0.9382,0.869,0.8846,31131917.9,2025-07-11
1752278400000,0.8847,0.94,0.8522,0.8736,18173434.1,2025-07-12
1752364800000,0.8737,0.9288,0.8707,0.9042,16071658.9,2025-07-13
1752451200000,0.9043,0.9612,0.8885,0.9226,33074731.2,2025-07-14
1752537600000,0.9226,0.9453,0.8802,0.9386,29004808.6,2025-07-15
1752624000000,0.9384,0.9827,0.9237,0.9587,20669512.0,2025-07-16
1752710400000,0.9587,1.0621,0.9308,1.0344,52014615.3,2025-07-17
1752796800000,1.0344,1.0923,0.9832,1.0067,41187488.7,2025-07-18
1752883200000,1.0068,1.086,0.989,1.0313,18457122.9,2025-07-19
1752969600000,1.0313,1.0827,1.0207,1.0475,23266097.6,2025-07-20
1753056000000,1.0474,1.1275,1.0243,1.0754,35421856.9,2025-07-21
1753142400000,1.0754,1.1695,1.0201,1.1431,43862962.8,2025-07-22
1753228800000,1.1432,1.1472,0.9876,1.0304,51612308.8,2025-07-23
1753315200000,1.0305,1.08,0.9492,1.018,40233646.8,2025-07-24
1753401600000,1.0181,1.0415,0.9795,1.0379,30460995.7,2025-07-25
1753488000000,1.0379,1.0622,1.0315,1.0421,14702776.5,2025-07-26
1753574400000,1.0421,1.071,1.0363,1.0683,20250865.9,2025-07-27
1753660800000,1.0684,1.0838,0.985,0.992,26592984.7,2025-07-28
1753747200000,0.9921,1.0147,0.9347,0.9596,25599462.6,2025-07-29
1753833600000,0.9596,0.9645,0.9014,0.9454,23029053.6,2025-07-30
1753920000000,0.9453,1.0048,0.915,0.9192,30448523.8,2025-07-31
1754006400000,0.9192,0.9276,0.8666,0.8898,45284064.8,2025-08-01
1754092800000,0.8897,0.9091,0.8443,0.8749,21959749.0,2025-08-02
1754179200000,0.875,0.9271,0.8585,0.9211,14176177.9,2025-08-03
1754265600000,0.9212,0.958,0.9166,0.9501,19007722.5,2025-08-04
1754352000000,0.9501,0.9508,0.9024,0.92,24212123.5,2025-08-05
1754438400000,0.92,0.9461,0.8991,0.9411,14445711.3,2025-08-06
1754524800000,0.9411,1.0122,0.9305,1.0099,24857883.8,2025-08-07
1754611200000,1.0099,1.0318,0.9994,1.0208,22966894.3,2025-08-08
1754697600000,1.0208,1.0584,1.0148,1.0374,22454910.4,2025-08-09
1754784000000,1.0375,1.0568,0.9984,1.0254,24944674.7,2025-08-10
1754870400000,1.0255,1.0557,0.9757,0.9838,25850568.1,2025-08-11
1754956800000,0.9838,1.0699,0.9689,1.0607,28504273.2,2025-08-12
1755043200000,1.0606,1.09,1.0446,1.0766,25335177.7,2025-08-13
1755129600000,1.0767,1.1111,0.9777,1.0014,47374779.4,2025-08-14
1755216000000,1.0013,1.0289,0.96,0.9901,23927416.8,2025-08-15
1755302400000,0.99,1.0094,0.9767,1.0011,13246452.1,2025-08-16
1755388800000,1.0011,1.0419,0.9952,1.0076,13933767.0,2025-08-17
1755475200000,1.0075,1.0092,0.9412,0.9602,24397782.3,2025-08-18
1755561600000,0.9603,0.9745,0.9067,0.9104,22512281.1,2025-08-19
1755648000000,0.9105,0.9531,0.9033,0.9462,19643141.9,2025-08-20
1755734400000,0.9462,0.9549,0.9114,0.9168,15007207.5,2025-08-21
1755820800000,0.9168,1.0186,0.891,1.0112,40475967.0,2025-08-22
1755907200000,1.0113,1.022,0.9771,1.0019,20697111.5,2025-08-23
1755993600000,1.0019,1.0288,0.9565,0.9725,32023085.2,2025-08-24
1756080000000,0.9726,0.9889,0.8764,0.8923,41114428.9,2025-08-25
1756166400000,0.8923,0.9529,0.8854,0.9412,26137767.8,2025-08-26
1756252800000,0.9413,0.9546,0.925,0.9274,22647067.5,2025-08-27
1756339200000,0.9273,0.9529,0.9198,0.9458,20335606.7,2025-08-28
1756425600000,0.9457,0.95,0.8909,0.9058,26868233.8,2025-08-29
1756512000000,0.9058,0.9214,0.8933,0.9083,11219821.1,2025-08-30
1756598400000,0.9083,0.9207,0.8964,0.8971,10365861.1,2025-08-31
1756684800000,0.8971,0.9117,0.859,0.8801,26093792.5,2025-09-01
1756771200000,0.8802,0.9537,0.8761,0.9483,34215672.8,2025-09-02
1756857600000,0.9482,0.9864,0.9385,0.9411,34795417.0,2025-09-03
1756944000000,0.9412,0.947,0.9038,0.9098,20744801.6,2025-09-04
1757030400000,0.9097,0.9422,0.9054,0.911,25677862.4,2025-09-05
1757116800000,0.9111,0.9155,0.8961,0.9015,9609397.6,2025-09-06
1757203200000,0.9016,0.9145,0.8998,0.9106,12451354.8,2025-09-07
1757289600000,0.9107,0.946,0.9045,0.9326,26111815.7,2025-09-08
1757376000000,0.9327,0.9793,0.9237,0.9536,35244651.1,2025-09-09
1757462400000,0.9536,1.062,0.9535,1.0238,64161075.6,2025-09-10
1757548800000,1.0238,1.0817,0.9983,1.0807,41708179.7,2025-09-11
1757635200000,1.0808,1.1355,1.0659,1.101,53029849.7,2025-09-12
1757721600000,1.1011,1.12,1.0664,1.0913,24979648.8,2025-09-13
1757808000000,1.0913,1.0914,1.0318,1.0493,27560252.3,2025-09-14
1757894400000,1.0493,1.0766,1.0076,1.0368,31624389.8,2025-09-15
1757980800000,1.0368,1.0479,1.0076,1.0209,20052347.4,2025-09-16
1758067200000,1.021,1.0729,1.0009,1.0664,32283504.3,2025-09-17
1758153600000,1.0665,1.0951,1.0426,1.0776,32999182.0,2025-09-18
1758240000000,1.0776,1.0896,1.0123,1.0223,27493182.8,2025-09-19
1758326400000,1.0223,1.0328,1.0107,1.0148,13651354.9,2025-09-20
1758412800000,1.0148,1.0232,0.989,0.9896,15597520.3,2025-09-21
1758499200000,0.9897,0.9944,0.8896,0.9407,41890079.4,2025-09-22
1758585600000,0.9408,0.9512,0.9147,0.9177,22658161.3,2025-09-23
1758672000000,0.9176,0.9448,0.9,0.9243,18557517.7,2025-09-24
1758758400000,0.9243,0.9274,0.8574,0.8726,35558895.5,2025-09-25
1758844800000,0.8728,0.9071,0.8592,0.8966,25538111.9,2025-09-26
1758931200000,0.8966,0.8967,0.8782,0.8844,10108856.2,2025-09-27
1759017600000,0.8844,0.9098,0.8646,0.9061,13105197.5,2025-09-28
1759104000000,0.9061,0.9063,0.872,0.8933,16322732.4,2025-09-29
1759190400000,0.8934,0.8959,0.862,0.884,22560354.4,2025-09-30
1759276800000,0.8841,0.9371,0.8764,0.9363,27983626.0,2025-10-01
1759363200000,0.9364,0.968,0.9251,0.9571,27533463.5,2025-10-02
1759449600000,0.9572,0.9794,0.9378,0.9427,23827042.8,2025-10-03
1759536000000,0.9428,0.9457,0.907,0.9225,17472852.6,2025-10-04
1759622400000,0.9226,0.9654,0.9031,0.917,20117459.3,2025-10-05
1759708800000,0.9171,0.9835,0.91,0.962,33222747.8,2025-10-06
1759795200000,0.962,0.9704,0.9023,0.9086,33872154.4,2025-10-07
1759881600000,0.9086,0.934,0.8952,0.9231,23859844.2,2025-10-08
1759968000000,0.9232,0.9273,0.8671,0.8839,22524898.9,2025-10-09
1760054400000,0.8839,0.97,0.2552,0.6908,133802969.2,2025-10-10
1760140800000,0.6923,0.7703,0.6815,0.7175,73671974.8,2025-10-11
1760227200000,0.7175,0.8359,0.6992,0.8153,43690593.0,2025-10-12
1760313600000,0.8153,0.8432,0.7904,0.8335,33731148.8,2025-10-13
1760400000000,0.8336,0.8389,0.7131,0.8003,45862099.7,2025-10-14
1760486400000,0.8003,0.8204,0.7511,0.7635,24833434.9,2025-10-15
1760572800000,0.7635,0.7797,0.7136,0.7276,34436955.0,2025-10-16
1760659200000,0.7275,0.7335,0.6651,0.7044,38730606.6,2025-10-17
1760745600000,0.7044,0.7257,0.7014,0.7137,15383844.7,2025-10-18
1760832000000,0.7137,0.7477,0.7009,0.7316,13700574.4,2025-10-19
1760918400000,0.7315,0.7737,0.7141,0.7519,19284125.6,2025-10-20
1761004800000,0.7519,0.7821,0.7183,0.7239,24091555.2,2025-10-21
1761091200000,0.7239,0.7302,0.6837,0.7029,21144446.9,2025-10-22
1761177600000,0.703,0.7334,0.7013,0.7221,13906722.2,2025-10-23
1761264000000,0.7222,0.7544,0.7187,0.7443,13813472.2,2025-10-24
1761350400000,0.7442,0.7446,0.7198,0.7342,8712824.9,2025-10-25
1761436800000,0.7341,0.7705,0.7225,0.7667,9795650.6,2025-10-26
1761523200000,0.7667,0.7794,0.7395,0.7461,17842057.9,2025-10-27
1761609600000,0.7462,0.7621,0.7154,0.7291,17232408.1,2025-10-28
1761696000000,0.729,0.76,0.7164,0.7287,18147205.8,2025-10-29
1761782400000,0.7287,0.7381,0.6645,0.6888,21351418.2,2025-10-30
1761868800000,0.6886,0.7035,0.6729,0.6873,11990187.9,2025-10-31
1761955200000,0.6873,0.7106,0.679,0.703,15727393.2,2025-11-01
1762041600000,0.703,0.7093,0.68,0.6978,10246850.6,2025-11-02
1762128000000,0.6977,0.6999,0.5909,0.615,37708377.4,2025-11-03
1762214400000,0.615,0.6287,0.5498,0.5933,49886824.0,2025-11-04
1762300800000,0.5932,0.621,0.5625,0.6165,22633113.2,2025-11-05
1762387200000,0.6164,0.6175,0.5703,0.5954,16879068.3,2025-11-06
1762473600000,0.5954,0.6883,0.5912,0.6672,26906075.9,2025-11-07
1762560000000,0.6672,0.6818,0.6401,0.6601,11669366.2,2025-11-08
1762646400000,0.6601,0.6791,0.6319,0.6715,8958711.1,2025-11-09
1762732800000,0.6717,0.7022,0.6664,0.6932,13615651.2,2025-11-10
1762819200000,0.6933,0.7057,0.6468,0.6491,12364784.2,2025-11-11
1762905600000,0.6492,0.6759,0.6282,0.6374,11080067.3,2025-11-12
1762992000000,0.6373,0.663,0.5942,0.6137,17306729.6,2025-11-13
1763078400000,0.6136,0.6161,0.5666,0.5752,18406479.6,2025-11-14
1763164800000,0.5753,0.5934,0.5747,0.5829,7697314.3,2025-11-15
1763251200000,0.5829,0.592,0.5446,0.5577,12790559.6,2025-11-16
1763337600000,0.5578,0.5697,0.5192,0.5315,16822030.1,2025-11-17
1763424000000,0.5316,0.5547,0.5184,0.5462,17639712.6,2025-11-18
1763510400000,0.5462,0.5484,0.5017,0.5295,16132999.3,2025-11-19
1763596800000,0.5295,0.55,0.4943,0.5006,18201385.7,2025-11-20
1763683200000,0.5005,0.51,0.444,0.4666,35894298.5,2025-11-21
1763769600000,0.4666,0.472,0.4524,0.4627,12521721.6,2025-11-22
1763856000000,0.4626,0.4859,0.46,0.4753,11376858.8,2025-11-23
1763942400000,0.4753,0.5082,0.4679,0.4998,16027319.9,2025-11-24
1764028800000,0.4997,0.5103,0.4852,0.5056,14026896.5,2025-11-25
1764115200000,0.5057,0.5269,0.4924,0.517,15099835.5,2025-11-26
1764201600000,0.5169,0.5399,0.5145,0.5218,14027441.3,2025-11-27
1764288000000,0.5217,0.5339,0.5107,0.5156,10284555.2,2025-11-28
1764374400000,0.5155,0.5199,0.5048,0.5095,5616475.6,2025-11-29
1764460800000,0.5095,0.521,0.5028,0.5039,6715475.2,2025-11-30
1764547200000,0.5039,0.5052,0.4467,0.4628,18054244.4,2025-12-01
1764633600000,0.4627,0.5156,0.4547,0.5015,14777191.8,2025-12-02
1764720000000,0.5016,0.5205,0.495,0.513,15589952.2,2025-12-03
1764806400000,0.5131,0.52,0.4816,0.4912,14390520.4,2025-12-04
1764892800000,0.4911,0.4946,0.4553,0.4636,10484550.0,2025-12-05
1764979200000,0.4636,0.4708,0.4614,0.4679,7514188.3,2025-12-06
1765065600000,0.4679,0.4783,0.4462,0.4558,13787532.1,2025-12-07
1765152000000,0.4559,0.5105,0.4536,0.4847,34779809.8,2025-12-08
1765238400000,0.4848,0.5203,0.4719,0.4992,21568661.6,2025-12-09
1765324800000,0.4992,0.5163,0.4875,0.4897,16921054.5,2025-12-10
1765411200000,0.4896,0.4904,0.4605,0.4737,15472055.9,2025-12-11
1765497600000,0.4738,0.4798,0.4486,0.4586,18634558.5,2025-12-12
1765584000000,0.4587,0.4653,0.4583,0.4632,4778058.7,2025-12-13
1765670400000,0.4632,0.466,0.4372,0.4416,10352139.4,2025-12-14
1765756800000,0.4417,0.4558,0.4026,0.4167,19259908.2,2025-12-15
1765843200000,0.4167,0.4188,0.3987,0.4151,16451603.8,2025-12-16
1765929600000,0.415,0.4242,0.3854,0.3905,13280293.6,2025-12-17
1766016000000,0.3905,0.4068,0.3659,0.3685,15590704.0,2025-12-18
1766102400000,0.3686,0.4015,0.3601,0.3978,12228575.9,2025-12-19
1766188800000,0.3977,0.4028,0.3938,0.399,4991185.3,2025-12-20
1766275200000,0.3989,0.3997,0.3805,0.3906,6742597.8,2025-12-21
1766361600000,0.3906,0.4042,0.3859,0.3937,8344541.0,2025-12-22
1766448000000,0.3937,0.397,0.3812,0.3866,9071319.7,2025-12-23
1766534400000,0.3866,0.3898,0.3707,0.3762,8800602.0,2025-12-24
1766620800000,0.3763,0.3839,0.3666,0.3682,6742528.9,2025-12-25
1766707200000,0.3681,0.385,0.3662,0.3756,9052612.4,2025-12-26
1766793600000,0.3755,0.3893,0.3728,0.3878,4411070.1,2025-12-27
1766880000000,0.3879,0.3924,0.3829,0.3877,4083875.6,2025-12-28
1766966400000,0.3877,0.4002,0.3763,0.3769,9887682.4,2025-12-29
1767052800000,0.3768,0.3826,0.3725,0.3746,7304258.2,2025-12-30
1767139200000,0.3745,0.3779,0.3585,0.3591,10373456.2,2025-12-31
1767225600000,0.3592,0.3876,0.355,0.3872,9026659.5,2026-01-01
1767312000000,0.3873,0.428,0.384,0.4238,17319799.8,2026-01-02
1767398400000,0.4238,0.4301,0.4103,0.4278,8243142.6,2026-01-03
1767484800000,0.4278,0.4455,0.4259,0.4388,11992845.3,2026-01-04
1767571200000,0.4388,0.4623,0.4314,0.455,13160624.1,2026-01-05
1767657600000,0.455,0.4709,0.4334,0.4574,17767470.5,2026-01-06
1767744000000,0.4575,0.4575,0.4184,0.4226,12119207.3,2026-01-07
1767830400000,0.4227,0.4267,0.3994,0.4076,10821603.6,2026-01-08
1767916800000,0.4077,0.4146,0.3975,0.4025,8798474.8,2026-01-09
1768003200000,0.4025,0.4075,0.3974,0.3994,4232477.1,2026-01-10
1768089600000,0.3993,0.4049,0.3913,0.3994,5913234.1,2026-01-11
1768176000000,0.3994,0.4084,0.3856,0.387,8702782.4,2026-01-12
1768262400000,0.3869,0.4226,0.3845,0.4159,19458740.1,2026-01-13
1768348800000,0.416,0.4209,0.3978,0.4011,24781051.3,2026-01-14
1768435200000,0.4011,0.4013,0.3748,0.3802,21632530.5,2026-01-15
1768521600000,0.3802,0.3833,0.3696,0.3729,5693492.4,2026-01-16
